id,compile
0,1
1,0
10,1
11,0
12,0
13,0
14,0
15,0
16,1
17,1
18,1
19,0
2,1
20,1
21,1
22,0
23,0
24,0
25,0
26,1
27,0
28,1
29,1
3,1
30,0
31,1
32,0
33,0
34,0
35,1
36,1
37,1
38,1
39,1
4,1
40,0
41,1
42,1
43,1
44,0
45,1
46,1
47,0
48,0
49,1
5,1
50,0
51,1
52,1
53,1
54,0
55,1
56,1
57,1
58,0
59,1
6,1
60,1
61,1
62,0
63,1
64,0
65,0
66,1
67,1
68,1
69,1
7,1
70,1
71,1
72,1
73,1
74,1
75,1
76,0
77,0
78,0
79,0
8,0
80,1
81,1
82,1
83,1
84,1
85,1
86,0
87,0
88,0
9,1
